User_ID,Book_ID,Book_Title,Recommendation_Score
45,222,"Bleachers",4
45,213,"Body of Evidence (Kay Scarpetta Mysteries (Paperback))",4
48,126476,"AMER HERIT CIVIL WAR",10
48,109683,"Elysian Fields: A Novel",10
48,57729,"The Beginners",10
48,57727,"The Deer at the River (Contemporary American Fiction)",10
48,49340,"Using the Internet",10
50,77774,"Ariana",4
50,49097,"The Baby Bears: Photographs (A Golden look-look book)",3
50,36847,"Harry and Shellburt (Ready-to-Read)",3
50,11988,"The Forest People (Touchstone Book)",3
50,19163,"The Woman in the Yard",2
51,21303,"Taken by Storm",10
51,21290,"Shadow Dance",10
51,21272,"Heaven on Earth (Diamond)",10
51,21240,"Swimming Toward the Ocean",10
51,21235,"Nethergate",10
52,112019,"The Dragonbards",2
52,57518,"Tandia",2
52,8429,"The Adventures of Mighty Mom",2
52,18400,"Complete Poems (Twentieth-Century Classics)",2
52,18410,"The Second Sex",2
53,12094,"The Witness",10
53,12088,"LET ME CALL YOU SWEETHEART",10
53,12086,"Final Justice: A Badge of Honor (Badge of Honor)",10
53,12064,"1,003 Great Things About Getting Older",10
53,12063,"The First Man in Rome",10
56,13661,"501 Spanish Verbs: Fully Conjugated in All the Tenses in a New Easy-to-Learn Format Alphabetically Arranged",10
56,13665,"Don't Make Me Stop This Car! : Adventures in Fatherhood",10
56,13660,"Mosaicos: Spanish as a World Language with CD-ROM (3rd Edition)",10
56,13653,"The Driving Force of Spiritual Powers in World History",10
56,4699,"Listeners",10
57,25898,"Red Clay, Blue Cadillac: Stories of Twelve Southern Women",10
58,30402,"The Penguin Book of English Madrigals: For Four Voices",2
58,1932,"A Cup of Tea (Ballantine Reader's Circle)",2
58,761,"Cheaters",2
58,10249,"Homo faber: Ein Bericht (Suhrkamp Taschenbuch)",1
58,425,"The Four Agreements: A Practical Guide to Personal Freedom",1
59,135102,"Statistics Without Tears: A Primer for Non Mathematicians",3
59,3914,"American Fuji",2
59,67234,"I Saw You First",2
59,21707,"2001: A Space Odyssey",2
59,11979,"Holiday for Murder",2
60,33887,"Le gamin artificiel",10
60,112300,"The Seven Treasures: The Quest of the Sons of Tuireann",10
60,107823,"Discovering H.P. Lovecraft",10
60,100853,"The Bride Bed (Avon Romantic Treasure)",10
60,112319,"Festival in Fire Season",10
61,42588,"The best of British cooking",1
61,42583,"The Craft of the Cocktail: Everything You Need to Know to Be a Master Bartender, With 500 Recipes",1
61,42578,"A Picture Guide to Chess",1
61,42574,"Pieniny (Krainy piekna)",1
61,42570,"Floyd on France: Learn to Cook the Floyd Way",1
67,105875,"Savage Embers",1
67,105874,"Jackie Oh",1
67,105873,"The Master of Ballantrae",1
67,114570,"Lords of Thlassa Mey",1
67,29589,"The Judge",1
68,556,"Postmortem",4
68,63141,"The Good housekeeping cookbook",3
68,63139,"Knight Errant",3
68,103276,"The Final Curtain (Danielle Ross Mysteries)",3
68,103275,"Green City in the Sun",3
69,25051,"The Bad Lands (Legends West, No 2)",10
69,11386,"The Little Yellow Book (Flower Fairies)",10
69,8959,"Hemlock Bay",10
69,2203,"Portrait in Sepia : A Novel",10
69,1928,"He Sees You When You're Sleeping : A Novel",10
70,12816,"Mahalia",4
70,14134,"Nine Stories",3
70,14133,"The Faeries' Oracle",3
70,19578,"Brightness Falls (Vintage Contemporaries)",3
70,19572,"Skywriting by Word of Mouth : And Other Writings, Including ((IT))The Ballad of John and Yoko((RO))",3
71,40532,"Wed Rabbi Got Wet",4
71,3816,"Becoming a Writer",3
71,50449,"Far Away",3
71,11307,"The Dog Who Spoke with Gods",3
71,11312,"All over but the Shoutin'",3
73,16497,"Crossover (Star Trek The Next Generation)",1
73,34724,"A Girl, in Parts: A Novel",1
73,25128,"My First Sewing Book: Hand Sewing (My First Sewing Book Kit)",1
73,3149,"Lucky, Lucky Day (Full House Michelle)",1
73,2217,"A Question of Guilt",1
75,8623,"Die Hexe und die Heilige.",6
75,1483,"Half Asleep in Frog Pajamas",6
75,1700,"Nina: Adolescence",5
75,8624,"Girlfriend in a Coma",3
75,918,"The Little Book of Chocolate (Little Book Of...(Flammarion))",3
77,111023,"The Magnetic Poetry, Book of Poetry",1
77,29369,"Herbs the Year Round (No Nonsense Gardening Guides)",1
77,9269,"Power of a Woman",1
77,83764,"Stille Nacht. Unheilige Weihnachten.",1
79,453,"Crewel Lye",4
79,68617,"Endless Summers: The Fall and Rise of the Cleveland Indians",3
79,10495,"Open Season (Joe Gunther Mysteries (Paperback))",3
79,38112,"The Case Has Altered: A Richard Jury Mystery (Richard Jury Mysteries (Hardcover))",3
79,83884,"What You Can Change and What You Can't : The Complete Guide to Successful Self-ImprovementLearning to Accept Who You Are (Fawcett Book)",3
80,2845,"A Solitary Blue (Point)",1
81,29419,"Fables for Our Time and Famous Poems (Harper Colophon Books, Cn/999)",2
81,8878,"Fantastic Voyage: Microcosm",2
81,19611,"Swimming Across: A Memoir",2
81,449,"You Can Surf the Net: Your Guide to the World of the Internet",2
81,1548,"Secret Ceremonies: A Mormon Woman's Intimate Diary of Marriage and Beyond",2
82,56217,"Probable Cause",10
82,56220,"Half of Paradise",7
82,42211,"Tutankhamen (Historical Biographies)",5
82,25392,"Dracula (Puffin Classics)",5
82,73246,"The Bleeding Heart",5
83,131357,"Wake-Up, Bear--It's Christmas!",3
83,131356,"Hector and Prudence--All Aboard!",3
83,131355,"Left Hand Darkness",3
83,51849,"TILL DEATH DO US PART  (ND #24) (Nancy Drew Files, No. 24)",3
83,35933,"The End of the Affair (Twentieth Century Classics)",3
84,131366,"Biscuit",1
84,131360,"MTV's Real World Chicago",1
84,115449,"Why Religion Matters: The Fate of the Human Spirit in an Age of Disbelief",1
84,100435,"The RIVERKEEPERS: Two Activists Fight to Reclaim Our Environment as a Basic Human Right",1
84,131362,"Happy Birthday (Real Readers)",1
85,727,"A l'Ouest rien de nouveau",10
85,48519,"About the Sleeping Beauty",10
85,1442,"The Stone Monkey : A Lincoln Rhyme Novel",10
85,2102,"A Light in the Window (The Mitford Years)",5
85,1547,"The Comeback Girl  (Those Sullivan Sisters)",5
88,65101,"Cross and the Switchblade",8
89,68092,"The Little Book of Restorative Justice (The Little Books of Justice & Peacebuilding)",10
90,106170,"Vortex One",4
90,106168,"The Justice of Company Z",4
90,9350,"Rebel Private: Front and Rear : Memoirs of a Confederate Soldier",4
90,3323,"The Man with the Dancing Eyes",4
90,106169,"MACHINE DREAMS",4
91,15667,"Betrothed To The Prince  (Catching The Crown)",6
91,128697,"Light At The End Of The Tunnel And Other Pithy Pro",5
91,453,"Crewel Lye",5
91,15662,"The Forced Marriage  (Italian Husbands)",4
91,9520,"World's Fair",4
93,16293,"My Cat Spit McGee (Vintage)",10
93,791,"The Promise Remains",10
93,21984,"Snowbound Mystery (Boxcar Children, No 13)",9
93,47024,"First - Class Father (Intrigue , No 482)",7
93,983,"Practice Makes Pregnant   Manhattan Multiples (Silhouette Special Edition, 1569)",7
95,3562,"First Mothers: The Women Who Shaped the Presidents",10
95,119168,""New lease on life",3
95,119107,"The Hacker and the Ants",3
95,20703,"Cooking School Murders",3
95,11040,"The Magic of Christmas (Leisure and Love Spell)",3
96,46640,"Ethan Frome",2
96,26702,"Handyman",2
96,12373,"Low Country Low Price",2
96,13690,"All the Women of the Bible",2
96,3039,"Die falsche FÃ?Â¤hrte.",2
97,12389,"The Invitation",1
97,870,"Changer",1
97,1007,"Somebody Help Me",1
97,24357,"After the Boxes Are Unpacked: Moving on After Moving in (Renewing the Heart)",1
97,1491,"On Mystic Lake",1
99,20438,"Mrs. Pollifax Pursued (Mrs. Pollifax Mysteries (Paperback))",2
99,14287,"Mia Hamm",2
99,16436,"Apple Cider Vinegar for Weight Loss and Good Health",2
99,33953,"The Name of This Book Is Dogme95",1
99,23101,"Silent Words",1
101,83733,"Lost Burgundy: : The Book Of Ash, #4 (Book of Ash, No 4)",10
101,83732,"Der Vogelmann.",10
101,83731,"Great Siege: Malta 1565 (Wordsworth Military Library.)",10
101,83729,"Divine",10
101,83728,"Naturalist",10
102,102618,"And Then There Were Three (Silhouette Special Edition)",10
102,102610,"The Last Good Man In Texas (Silhouette Desire)",10
102,102601,"Prickly Pear",10
102,102599,"Lottie and the Rustler: Bogus Brides (Ballad Romances)",10
102,102597,"Lonetree Ranchers: Morgan (Silhouette Desire, 1540)",10
105,126736,"Dance with Me",3
105,12350,"Save Sirrushany! also Agotha, Princess Gwyn, and all the fearsome beasts",3
105,9672,"Edgar Allan Poe Reader (Courage Literary Classics)",3
105,46450,"To Kill a Mockingbird Notes (Cliffs Notes)",3
105,2673,"FOREVER : A Novel of Good and Evil, Love and Hope",3
108,101525,"Ein Mann, ein Mord. Ein Kayankaya- Roman.",10
108,67974,"Cyrano De Bergerac: Heroic Comedy in Five Acts",10
108,22949,"The High King (Chronicles of Prydain (Paperback))",10
108,989,"Final Stand",10
108,89984,"Everyman (Dover Thrift Editions)",10
109,86340,"El Silencio de Dios",7
109,86331,"Bolo Strike",7
109,79902,"La Casa De Bernarda Alba",7
109,15323,"Patio de Corredor",7
109,86348,"Conran's Living in Small Spaces",7
110,113768,"A Sierra Club Naturalist's Guide to the North Woods of Michigan, Wisconsin and Minnesota (Sierra Club Naturalist's Guides)",10
110,113744,"The Big Book of Halloween: Creative & Creepy Projects for Revellers of All Ages",10
110,113762,"Introduction to Bird Life for Bird Watchers",10
110,60695,"The 100th Day of School (Hello Reader. Level 2)",10
110,113764,"FÃ?Â¼nf Freunde 16. FÃ?Â¼nf Freunde auf dem Leuchtturm. ( Ab 10 J.).",10
111,77478,"Charm School",9
111,20042,"Beneath the Skin",9
111,3627,"Exploring National Parks",1
111,2725,"The Ways of Grace",1
111,1366,"Bronze Mirror",1
112,1592,"Shadowdale (Forgotten Realms:  Avatar Trilogy, Book One)",1
112,20516,"Provincial Lady in London (Provincial Lady)",1
112,17705,"Amelia Bedelia Goes Camping",1
112,99170,"Affliction",1
112,3975,"The Birthday Cake Book",1
113,12871,"Art Objects: Essays on Ecstasy and Effrontery",2
113,12870,"The Passion",2
113,33397,"Love and Friendship: And Other Early Works",2
113,14702,"Blue and White Japan",2
113,13633,"The Night Side of Nature",2
114,875,"I Hadn't Meant to Tell You This",3
114,5820,"Alec Baldwin Doesn't Love Me and Other Trials of My Queer Life",2
114,3229,"The Little Boy Book: A Guide to the First Eight Years",2
114,109,"Tu Nombre Escrito En El Agua (La Sonrisa Vertical)",2
114,12311,"The Treasure of the Sierra Madre",2
115,43327,"Death of a Dj: A Mystery",10
115,43326,"Iron Chef: The Official Book",10
115,43325,"The Complete Strangers in Paradise Volume One",10
115,43328,"Back to Barbary Lane: The Final Tales of the City Omnibus",10
115,175,"Night Mare (Xanth Novels (Paperback))",6
117,123474,"The Voyage of Qv. 66",10
117,123406,"El Mundo Como Supermercado",10
117,123403,"Quotation Quizzlers: Puzzling Your Way Through Famous Quotations",10
117,123399,"The Questions and Answers Manual of the Marine Aquarium",10
117,123380,"The Alligator's Farewell",10
121,70327,"Dorothy Parker: What Fresh Hell Is This",10
121,70299,"Atop an Underwood: Early Stories and Other Writings",10
121,70271,"Private Landscapes",10
121,70266,"Bride For Hunter (Silhouette Special Edition, No 893)",10
121,70233,"Names: A Collector's Compendium of Rare and Unusual, Bold and Beautiful, Odd and Whimsical Names",10
122,11201,"Trouble and Her Friends",1
123,33680,"My Losing Season (Alex Awards (Awards))",1
125,46457,"At Home in Thrush Green (Thrush Green)",10
125,24283,"A Grace Disguised: How the Soul Grows Through Loss",10
125,46456,"Affairs at Thrush Green (Miss Read (Paperback))",10
126,1593,"The Night Crew",3
126,2889,"Armageddon Sky (Star Trek Deep Space Nine: Day of Honor, Book 2)",3
126,24701,"Night Heat (Able Team, No 44)",2
126,1548,"Secret Ceremonies: A Mormon Woman's Intimate Diary of Marriage and Beyond",2
126,120756,"The Winning Spirit (Silver Blades)",2
127,3051,"Monster : A Novel (Alex Delaware Novels (Paperback))",7
127,12506,"Lois Hole's Perennial Favorites (Lois Hole's Perennial Favorites)",6
127,2443,"Sphere",4
127,14568,"Historia de La Fotografia (Cuadernos Arte Catedra)",4
127,1374,"The Poisonwood Bible: A Novel",3
128,101316,"Fodor's Pocket Puerto Rico: The Best of the Island (Fodor's Pocket Guide to Puerto Rico)",1
128,108781,"The Tears of My Soul",1
128,3893,"The Lottery Winner : Alvirah And Willy Stories",1
128,10666,"MYSTERY ON MAKATUNK ISLAND (HARDY BOYS 125) : MYSTERY ON MAKATUNK ISLAND (Hardy Boys, 125)",1
128,77409,"Spitfire",1
129,9564,"Tales of Power",2
129,62719,"The Wind from Hastings",1
129,15515,"Stardust",1
129,96353,"Artists in Crime",1
129,43870,"Healing and the Mind",1
130,104355,"Cowboy'S Hidden Agenda (The Sisters Waskowitz) (Intimate Moments, 1004)",3
130,104354,"Green Card Wife  (Wedding Month/First Comes Marriage) (Silhouette Romance, No 1104)",3
130,98798,"Mom and Dead: An Andrew Broom Mystery",3
130,29272,"Full Frontal Fiction: The Best of Nerve.Com",1
130,1666,"Me and My Little Brain",1
131,1625,"VÃ?Â©ronika dÃ?Â©cide de mourir",2
131,9389,"The Case of the Measled Cowboy (Hank the Cowdog, 33)",2
131,17825,"Azteca/Aztec",2
131,47626,"W. M. Thackeray's Vanity Fair and Henry Esmond",2
131,3149,"Lucky, Lucky Day (Full House Michelle)",2
132,48843,"Tell Me What It's Like to Be Big",10
132,103906,"Once in a Blue Moon (Loveswept)",10
132,22158,"2061. Odyssee III. Roman.",10
132,13456,"A Midsummer Night's Dream (Shakespeare Made Easy)",10
132,81965,"Alexandros II",10
133,22545,"Emilie's Creative Home Organizer",10
133,961,"Moonlighting: 148 Great Ways to Make Money on the Side",10
133,10061,"Nora, Nora: A Novel",10
133,107121,"Checkmate",10
133,69445,"Pascal's Wager",10
135,47067,"The Timekeeper Conspiracy (Time Wars, No. 2)",10
135,1308,"Wayside School is Falling Down",10
135,18958,"The Gift of Fear",10
135,47071,"This Child of Mine",9
135,30105,"The Vintage Bradbury: Ray Bradbury's Own Selection of His Best Stories",9
136,22637,"Clutch of Constables",1
136,110272,"Super Vga Graphics: Programming Secrets/Book and Disk",1
136,1258,"Alien at St Wilfred's",1
136,110141,"Five for Sorrow, Ten for Joy: A Novel",1
136,18845,"The Hungry Ocean : A Swordboat Captain's Journey",1
137,64612,"Les Indes noires",4
137,5640,"Lonely Planet Madrid (Madrid, 1st ed)",4
137,78693,"Electric Mischief: Battery-Powered Gadgets Kids Can Build (Kids Can Do It)",3
137,20538,"The Sunday Tertulia",3
137,91643,"Effective Management of Local Area Networks: Functions, Instruments, and People (Mcgraw Hill Series on Computer Communications)",2
138,29592,"Playmaker",10
138,57046,"Sawyer (The Buckhorn Brothers) (Temptation, 786)",10
138,57002,"Where Do We Go from Here?",10
138,56998,"The Quality of Life Report",10
138,56957,"A French Affair : The Paris Beat, 1965-1998",10
140,15795,"Ubik",3
140,63061,"Fossils: A Guide to Prehistoric Life",3
140,9909,"Every Person's Life Is Worth a Novel",3
140,9977,"Hatchet",2
140,1486,"Bel Canto: A Novel",2
141,97021,"Rome and a Villa",1
141,61944,"Thy Brother's Wife",1
141,26059,"Stop the Insanity",1
141,97071,"Case of Charles Dexter Ward",1
141,97054,"Crum: The Novel",1
142,31013,"Broken Honor",10
142,31008,"Frenzy",10
142,31006,"Oktober",10
142,19952,"Good Work, Amelia Bedelia",10
142,13627,"Pastures Nouveaux",10
143,1491,"On Mystic Lake",2
143,18354,"Animal Instincts",2
143,85907,"Tilting at Windmills",1
143,85906,"Water, Carry Me",1
143,9977,"Hatchet",1
144,125144,"Sweet Desire",2
144,17847,"Pooh and the Philosophers : In Which It Is Shown That All of Western Philosophy Is Merely a Preamble to Winnie-The-Pooh",1
144,51004,"Make 'Em Pay: Ultimate Revenge Techniques for the Master Trickster",1
144,73781,"The Prince & The Pregnant Princess  (Desert Rogues) (Silhouette Special Edition, No. 1473)",1
144,60114,"After Shock",1
147,22637,"Clutch of Constables",2
147,13608,"Der Richter Und Sein Henker",1
147,31846,"Tarzan of the Apes (Dover Thrif)",1
147,1180,"Pigeon",1
147,1178,"2061: Odyssey Three",1
148,2254,"The Dragon Reborn (The Wheel of Time, Book 3)",2
148,13659,"If Tomorrow Comes",2
148,1440,"Synchronicity: The Bridge Between Matter and Mind",1
148,1486,"Bel Canto: A Novel",1
148,104398,"The Mask of Motherhood: How Becoming a Mother Changes Our Lives and Why We Never Talk About It",1
149,25456,"Hallo Mister Gott, hier spricht Anna.",1
149,25413,"Prince Caspian : The Return to Narnia (Narnia)",1
149,25343,"Slam Dunk",1
149,25329,"X/1999, Vol. 2: Overture",1
149,25328,"Rave Master, Book 1",1
151,36489,"Desert Hell (Shiloh, No 2)",4
151,46736,"Little Green Men : A Novel",4
151,22013,"Come Sunrise",4
151,31277,"Surprise -- You'Re A Daddy (4 Tots For 4 Texans) (Harlequin American Romance, 777)",4
151,101199,"Auto Focus: The Murder of Bob Crane",4
152,68711,"You Don't Have to Be Thin to Win: The Official Chub Club Coach's Workout Program",10
152,68661,"Ice",10
152,68721,"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life",10
152,68715,"The Persia Cafe",10
152,68707,"Go for Your Goals (Smart Tapes)",10
154,74482,"In the Eye of the Sun",3
154,74477,"Death in Purple Prose",3
154,42301,"Most Secret",3
154,74495,"A grain of wheat (African writers series, 36)",2
154,74486,"A dictionary of common philosophical terms",2
155,9832,"Lost: A Novel",3
155,1547,"The Comeback Girl  (Those Sullivan Sisters)",2
155,20449,"The Case of the Disappearing Princess (The New Adventures of Mary-Kate & Ashley)",2
155,20441,"The Secret in the Old Attic (Nancy Drew Mystery Stories, No 21)",2
155,1917,"Un Milagro Informal",2
157,4686,"A Mind of Its Own: A Cultural History of the Penis",3
157,1987,"The Girl Who Loved Tom Gordon : A Novel",3
157,54457,"Mystic Grail: The Challenge of the Arthurian Quest",3
157,13477,"The Death Pit",3
157,3970,"Girls' Poker Night: A Novel",3
158,92929,"Local Anaesthetic",1
158,30495,"American Vampires: Fans, Victims, & Practitioners",1
163,28977,"Good to Go: Short Stories West Coast Style",4
163,28976,"Travels",4
163,28975,"The Loving Daylights",3
163,63271,"How to Improve Your Psychic Power: A Practical Guide for Developing Your Natural Clairvoyant Abilities",2
163,63262,"Welcome Home: Following Your Soul's Journey Home",2
165,46270,"Three Weddings & a Kiss",10
165,69417,"American Quest",8
165,9841,"Sidhe-Devil",4
165,50499,"The Happy Prisoner",4
165,50498,"Modern Dramatists: A Casebook of the Major British and American Playwrights (Studies in Moderndrama, 14)",4
166,1648,"No Survivors (Nightmare Room Thrillogy, 3)",10
166,1675,"Glad Rags",10
166,1611,"It Happened to Nancy : By an Anonymous Teenager, A True Story from Her Diary (Confident Collector)",10
166,983,"Practice Makes Pregnant   Manhattan Multiples (Silhouette Special Edition, 1569)",10
166,163,"The Hitchhiker's Guide to the Galaxy",10
169,44426,"Just Be Nice...and Say You're Sorry!: Super Shape Book (Pooh)",10
169,28001,"Some Freaks",10
169,13683,"Jo's Boys (Apple Classic)",10
169,67437,"Herzflattern. Neun wilde Geschichten.",10
169,15101,"Imagine",10
170,10519,"The Boxcar Children (Boxcar Children, No 1)",10
170,26123,"The Endearment",7
170,14519,"GAMES BABIES PLAY",7
170,22128,"Perennial Philosophy, The",7
170,22136,"Six Not-So-Easy Pieces: Einstein's Relativity, Symmetry, and Space-Time (Helix Books)",5
172,3,"Decision in Normandy",10
172,19992,"Dean Koontz: 3 Complete Novels (Dark Rivers of the Heart / Sole Survivor / Intensity)",10
172,3406,"Quel Che Resta Del Giorno",10
172,31070,"Switch On, Switch Off (Let's-Read-and-Find-Out Science 2)",10
172,3326,"Orion Arm: The Rampart Worlds: Book 2 (May, Julian. Rampart Worlds, Bk. 2.)",10
173,3341,"First Book of Swords",2
173,56713,"Master of Seduction",2
173,10239,"The Books in My Life",1
175,61850,"The Lampfish of Twill",10
175,59111,"The Fifth Head of Cerberus (Ace Science Fiction)",10
175,68773,"Churchill: A Biography",10
175,68775,"Freedom from Fear : The American People in Depression and War, 1929-1945 (Oxford History of the United States, Vol 9)",10
175,68771,"Andrew and Joey",10
177,55367,"Paul Celan, Nelly Sachs: Briefwechsel",10
177,25298,"Onion John",10
177,16448,"Creative Writing (Teach Yourself Books)",10
177,12050,"The Measure of a Man : A Spiritual Autobiography",10
177,11573,"Emma",10
179,42588,"The best of British cooking",10
179,42583,"The Craft of the Cocktail: Everything You Need to Know to Be a Master Bartender, With 500 Recipes",10
179,42578,"A Picture Guide to Chess",10
179,42574,"Pieniny (Krainy piekna)",10
179,42570,"Floyd on France: Learn to Cook the Floyd Way",10
180,79448,"The Mystery at Kickingbird Lake (Ghost Twins, No 1)",10
180,52242,"The Worst-Case Scenario Survival Handbook: Holidays",10
180,98808,"Murder at City Hall",10
180,98809,"Oranges Are Not the Only Fruit",10
180,98801,"Divorce Can Be Murder (Jimi Plain Mysteries)",10
181,5836,"The Blind Assassin",10
181,38073,"Brother Wind",10
181,87907,"Bad Advice",10
181,26840,"The Empire State Building: The Making of a Landmark",10
181,15912,"Someone Cares",10
184,2888,"Her Klingon Soul (Star Trek Voyager: Day of Honor, Book 3)",2
184,1286,""Le Coq De Bruygre (Folio Ser",2
184,40155,"Hung Up On You (Harlequin Flipside, No. 9)",2
184,61230,"Harpy Thyme (Xanth)",2
